Index,Article_Sentiment,Num_Sentences
2246,0.2591145833333333,3
2247,0.2591145833333333,3
2257,0.6521484375,5
2260,0.4874267578125,4
2263,0.0,4
2265,0.71533203125,5
2266,-0.97119140625,1
2268,-0.5777994791666666,3
2269,-0.97265625,1
2270,-0.20361328125,2
2271,-0.9501953125,2
2272,-0.6083984375,3
2279,-0.930908203125,2
2304,0.0,3
2306,-0.3714599609375,4
2310,0.08173828125,5
2311,0.036411830357142856,7
2316,0.9459635416666666,3
2322,0.6212565104166666,3
2323,0.19661458333333334,3
2325,0.0,4
2327,0.22626953125,5
2329,0.2056884765625,4
2331,0.0,3
2333,-0.099365234375,4
2340,-0.010009765625,4
2344,0.2581380208333333,3
2346,-0.107666015625,6
2353,-0.34658203125,5
2356,0.2836507161458333,6
2357,-0.2876953125,5
2364,0.6439208984375,4
2367,0.17138671875,3
2376,-0.3250325520833333,3
2377,-0.97265625,3
2378,-0.9677734375,3
2380,-0.9694010416666666,3
2381,-0.97021484375,2
2382,-0.724853515625,4
2383,-0.971435546875,2
2384,-0.9649658203125,4
2387,-0.8561197916666666,3
2390,-0.9601236979166666,3
2400,-0.902587890625,2
2401,0.2625325520833333,3
2403,-0.859130859375,2
2412,-0.58310546875,5
2416,0.25537109375,3
2418,0.019856770833333332,6
2455,0.35966796875,5
2456,-0.1591796875,6
2458,0.6331380208333334,3
2463,0.17275390625,5
2464,0.3212890625,5
2467,0.24739583333333334,3
2469,0.94580078125,2
2473,0.461669921875,4
2476,0.8839518229166666,3
2486,-0.8961181640625,4
2489,-0.01611328125,3
2496,0.2727864583333333,3
2507,-0.5096435546875,4
2520,0.16591796875,5
2521,0.30859375,3
2522,0.286376953125,2
2523,0.89599609375,3
2527,0.5472005208333334,3
2528,0.5445963541666666,3
2529,0.26932198660714285,7
2530,0.948486328125,4
2542,0.343359375,5
2543,0.0,3
2546,0.20732421875,5
2547,0.0,6
2549,0.0665283203125,4
2554,0.0106201171875,4
2557,-0.5837890625,5
2563,-0.013916015625,4
2569,0.3089192708333333,3
2571,-0.8798828125,5
2573,0.9446614583333334,3
2574,0.2294921875,3
2580,-0.58505859375,5
2581,0.144921875,5
2582,0.0,3
2594,-0.307421875,5
2610,0.9169921875,3
2611,0.923828125,2
2617,0.3709716796875,4
2628,0.20979817708333334,3
2630,0.03291015625,5
2631,-0.9677734375,2
2633,-0.615234375,3
2635,-0.615234375,3
2641,0.913818359375,2
2642,0.8019205729166666,3
2643,0.6124674479166666,3
2645,0.2639973958333333,3
2648,-0.0953369140625,4
2651,-0.80859375,4
